#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   761   0.222504E+04  -0.540764E+02   0.108370E-04  -0.540764E+02   0.103431E+02  -0.348912E-06   0.108370E-04  -0.348912E-06   0.507954E-08
   762   0.222469E+04  -0.524020E+02   0.108006E-04  -0.524020E+02   0.102566E+02  -0.338649E-06   0.108006E-04  -0.338649E-06   0.506472E-08
   763   0.222399E+04  -0.507173E+02   0.107636E-04  -0.507173E+02   0.101761E+02  -0.328393E-06   0.107636E-04  -0.328393E-06   0.504996E-08
   764   0.222316E+04  -0.490299E+02   0.107261E-04  -0.490299E+02   0.101000E+02  -0.318145E-06   0.107261E-04  -0.318145E-06   0.503526E-08
   765   0.222206E+04  -0.473256E+02   0.106880E-04  -0.473256E+02   0.100290E+02  -0.307906E-06   0.106880E-04  -0.307906E-06   0.502061E-08
   766   0.222084E+04  -0.456194E+02   0.106494E-04  -0.456194E+02   0.996449E+01  -0.297678E-06   0.106494E-04  -0.297678E-06   0.500602E-08
   767   0.221936E+04  -0.439045E+02   0.106103E-04  -0.439045E+02   0.990552E+01  -0.287461E-06   0.106103E-04  -0.287461E-06   0.499149E-08
   768   0.221770E+04  -0.421737E+02   0.105707E-04  -0.421737E+02   0.985128E+01  -0.277257E-06   0.105707E-04  -0.277257E-06   0.497701E-08
   769   0.221586E+04  -0.404497E+02   0.105306E-04  -0.404497E+02   0.980167E+01  -0.267067E-06   0.105306E-04  -0.267067E-06   0.496259E-08
   770   0.221376E+04  -0.387182E+02   0.104900E-04  -0.387182E+02   0.975880E+01  -0.256893E-06   0.104900E-04  -0.256893E-06   0.494823E-08
   771   0.221150E+04  -0.369795E+02   0.104489E-04  -0.369795E+02   0.972107E+01  -0.246734E-06   0.104489E-04  -0.246734E-06   0.493393E-08
   772   0.220900E+04  -0.352266E+02   0.104073E-04  -0.352266E+02   0.968912E+01  -0.236594E-06   0.104073E-04  -0.236594E-06   0.491968E-08
   773   0.220633E+04  -0.334821E+02   0.103654E-04  -0.334821E+02   0.966283E+01  -0.226472E-06   0.103654E-04  -0.226472E-06   0.490548E-08
   774   0.220343E+04  -0.317391E+02   0.103229E-04  -0.317391E+02   0.964210E+01  -0.216370E-06   0.103229E-04  -0.216370E-06   0.489134E-08
   775   0.220045E+04  -0.299905E+02   0.102801E-04  -0.299905E+02   0.962682E+01  -0.206289E-06   0.102801E-04  -0.206289E-06   0.487726E-08
   776   0.219710E+04  -0.282441E+02   0.102368E-04  -0.282441E+02   0.961761E+01  -0.196231E-06   0.102368E-04  -0.196231E-06   0.486323E-08
   777   0.219360E+04  -0.264930E+02   0.101932E-04  -0.264930E+02   0.961362E+01  -0.186196E-06   0.101932E-04  -0.186196E-06   0.484926E-08
   778   0.219012E+04  -0.247374E+02   0.101491E-04  -0.247374E+02   0.961549E+01  -0.176186E-06   0.101491E-04  -0.176186E-06   0.483533E-08
   779   0.218619E+04  -0.229928E+02   0.101047E-04  -0.229928E+02   0.962311E+01  -0.166202E-06   0.101047E-04  -0.166202E-06   0.482147E-08
   780   0.218214E+04  -0.212446E+02   0.100599E-04  -0.212446E+02   0.963487E+01  -0.156244E-06   0.100599E-04  -0.156244E-06   0.480765E-08
   781   0.217795E+04  -0.195080E+02   0.100147E-04  -0.195080E+02   0.965439E+01  -0.146316E-06   0.100147E-04  -0.146316E-06   0.479389E-08
   782   0.217349E+04  -0.177836E+02   0.996922E-05  -0.177836E+02   0.967858E+01  -0.136416E-06   0.996922E-05  -0.136416E-06   0.478018E-08
   783   0.216892E+04  -0.160493E+02   0.992340E-05  -0.160493E+02   0.970881E+01  -0.126548E-06   0.992340E-05  -0.126548E-06   0.476653E-08
   784   0.216415E+04  -0.143206E+02   0.987725E-05  -0.143206E+02   0.974498E+01  -0.116711E-06   0.987725E-05  -0.116711E-06   0.475292E-08
   785   0.215912E+04  -0.126051E+02   0.983080E-05  -0.126051E+02   0.978624E+01  -0.106907E-06   0.983080E-05  -0.106907E-06   0.473937E-08
   786   0.215399E+04  -0.108736E+02   0.978405E-05  -0.108736E+02   0.983320E+01  -0.971381E-07   0.978405E-05  -0.971381E-07   0.472587E-08
   787   0.214860E+04  -0.916361E+01   0.973702E-05  -0.916361E+01   0.988651E+01  -0.874042E-07   0.973702E-05  -0.874042E-07   0.471242E-08
   788   0.214304E+04  -0.746814E+01   0.968972E-05  -0.746814E+01   0.994458E+01  -0.777070E-07   0.968972E-05  -0.777070E-07   0.469902E-08
   789   0.213731E+04  -0.578757E+01   0.964216E-05  -0.578757E+01   0.100073E+02  -0.680476E-07   0.964216E-05  -0.680476E-07   0.468568E-08
   790   0.213150E+04  -0.410745E+01   0.959435E-05  -0.410745E+01   0.100782E+02  -0.584273E-07   0.959435E-05  -0.584273E-07   0.467238E-08
   791   0.212544E+04  -0.243560E+01   0.954630E-05  -0.243560E+01   0.101536E+02  -0.488472E-07   0.954630E-05  -0.488472E-07   0.465913E-08
   792   0.211924E+04  -0.787298E+00   0.949803E-05  -0.787298E+00   0.102355E+02  -0.393086E-07   0.949803E-05  -0.393086E-07   0.464594E-08
   793   0.211280E+04   0.859351E+00   0.944955E-05   0.859351E+00   0.103238E+02  -0.298125E-07   0.944955E-05  -0.298125E-07   0.463279E-08
   794   0.210614E+04   0.248166E+01   0.940087E-05   0.248166E+01   0.104177E+02  -0.203603E-07   0.940087E-05  -0.203603E-07   0.461969E-08
   795   0.209934E+04   0.409408E+01   0.935200E-05   0.409408E+01   0.105163E+02  -0.109530E-07   0.935200E-05  -0.109530E-07   0.460664E-08
   796   0.209255E+04   0.568135E+01   0.930295E-05   0.568135E+01   0.106218E+02  -0.159201E-08   0.930295E-05  -0.159201E-08   0.459364E-08
   797   0.208541E+04   0.725793E+01   0.925374E-05   0.725793E+01   0.107318E+02   0.772164E-08   0.925374E-05   0.772164E-08   0.458069E-08
   798   0.207813E+04   0.880855E+01   0.920437E-05   0.880855E+01   0.108483E+02   0.169867E-07   0.920437E-05   0.169867E-07   0.456778E-08
   799   0.207072E+04   0.103403E+02   0.915486E-05   0.103403E+02   0.109707E+02   0.262020E-07   0.915486E-05   0.262020E-07   0.455492E-08
   800   0.206320E+04   0.118526E+02   0.910523E-05   0.118526E+02   0.110979E+02   0.353663E-07   0.910523E-05   0.353663E-07   0.454211E-08
   801   0.205548E+04   0.133380E+02   0.905547E-05   0.133380E+02   0.112314E+02   0.444786E-07   0.905547E-05   0.444786E-07   0.452935E-08
   802   0.204750E+04   0.148189E+02   0.900560E-05   0.148189E+02   0.113703E+02   0.535383E-07   0.900560E-05   0.535383E-07   0.451663E-08
   803   0.203955E+04   0.162587E+02   0.895562E-05   0.162587E+02   0.115138E+02   0.625449E-07   0.895562E-05   0.625449E-07   0.450397E-08
   804   0.203135E+04   0.176874E+02   0.890552E-05   0.176874E+02   0.116638E+02   0.714978E-07   0.890552E-05   0.714978E-07   0.449134E-08
   805   0.202313E+04   0.190907E+02   0.885530E-05   0.190907E+02   0.118187E+02   0.803968E-07   0.885530E-05   0.803968E-07   0.447877E-08
   806   0.201465E+04   0.204690E+02   0.880498E-05   0.204690E+02   0.119784E+02   0.892411E-07   0.880498E-05   0.892411E-07   0.446623E-08
   807   0.200600E+04   0.218227E+02   0.875455E-05   0.218227E+02   0.121443E+02   0.980305E-07   0.875455E-05   0.980305E-07   0.445375E-08
   808   0.199719E+04   0.231598E+02   0.870401E-05   0.231598E+02   0.123155E+02   0.106764E-06   0.870401E-05   0.106764E-06   0.444131E-08
   809   0.198836E+04   0.244656E+02   0.865336E-05   0.244656E+02   0.124917E+02   0.115442E-06   0.865336E-05   0.115442E-06   0.442892E-08
   810   0.197929E+04   0.257556E+02   0.860261E-05   0.257556E+02   0.126728E+02   0.124064E-06   0.860261E-05   0.124064E-06   0.441657E-08
   811   0.197007E+04   0.270220E+02   0.855175E-05   0.270220E+02   0.128588E+02   0.132628E-06   0.855175E-05   0.132628E-06   0.440426E-08
   812   0.196078E+04   0.282608E+02   0.850080E-05   0.282608E+02   0.130509E+02   0.141136E-06   0.850080E-05   0.141136E-06   0.439200E-08
   813   0.195133E+04   0.294732E+02   0.844974E-05   0.294732E+02   0.132461E+02   0.149585E-06   0.844974E-05   0.149585E-06   0.437979E-08
   814   0.194188E+04   0.306617E+02   0.839858E-05   0.306617E+02   0.134470E+02   0.157976E-06   0.839858E-05   0.157976E-06   0.436762E-08
   815   0.193222E+04   0.318247E+02   0.834732E-05   0.318247E+02   0.136522E+02   0.166308E-06   0.834732E-05   0.166308E-06   0.435549E-08
   816   0.192235E+04   0.329625E+02   0.829596E-05   0.329625E+02   0.138622E+02   0.174581E-06   0.829596E-05   0.174581E-06   0.434341E-08
   817   0.191242E+04   0.340748E+02   0.824451E-05   0.340748E+02   0.140760E+02   0.182795E-06   0.824451E-05   0.182795E-06   0.433137E-08
   818   0.190250E+04   0.351614E+02   0.819297E-05   0.351614E+02   0.142952E+02   0.190948E-06   0.819297E-05   0.190948E-06   0.431938E-08
   819   0.189238E+04   0.362218E+02   0.814133E-05   0.362218E+02   0.145179E+02   0.199040E-06   0.814133E-05   0.199040E-06   0.430743E-08
   820   0.188221E+04   0.372566E+02   0.808960E-05   0.372566E+02   0.147448E+02   0.207071E-06   0.808960E-05   0.207071E-06   0.429552E-08
   821   0.187185E+04   0.382632E+02   0.803778E-05   0.382632E+02   0.149751E+02   0.215040E-06   0.803778E-05   0.215040E-06   0.428365E-08
   822   0.186144E+04   0.392435E+02   0.798587E-05   0.392435E+02   0.152108E+02   0.222948E-06   0.798587E-05   0.222948E-06   0.427183E-08
   823   0.185092E+04   0.401971E+02   0.793387E-05   0.401971E+02   0.154494E+02   0.230792E-06   0.793387E-05   0.230792E-06   0.426005E-08
   824   0.184022E+04   0.411239E+02   0.788179E-05   0.411239E+02   0.156924E+02   0.238574E-06   0.788179E-05   0.238574E-06   0.424831E-08
   825   0.182956E+04   0.420220E+02   0.782962E-05   0.420220E+02   0.159382E+02   0.246292E-06   0.782962E-05   0.246292E-06   0.423661E-08
   826   0.181872E+04   0.428925E+02   0.777737E-05   0.428925E+02   0.161887E+02   0.253946E-06   0.777737E-05   0.253946E-06   0.422496E-08
   827   0.180778E+04   0.437337E+02   0.772503E-05   0.437337E+02   0.164417E+02   0.261536E-06   0.772503E-05   0.261536E-06   0.421335E-08
   828   0.179690E+04   0.445467E+02   0.767262E-05   0.445467E+02   0.166984E+02   0.269060E-06   0.767262E-05   0.269060E-06   0.420178E-08
   829   0.178585E+04   0.453305E+02   0.762012E-05   0.453305E+02   0.169588E+02   0.276519E-06   0.762012E-05   0.276519E-06   0.419025E-08
   830   0.177478E+04   0.460832E+02   0.756755E-05   0.460832E+02   0.172219E+02   0.283912E-06   0.756755E-05   0.283912E-06   0.417876E-08
   831   0.176363E+04   0.468069E+02   0.751490E-05   0.468069E+02   0.174875E+02   0.291239E-06   0.751490E-05   0.291239E-06   0.416731E-08
   832   0.175240E+04   0.475004E+02   0.746217E-05   0.475004E+02   0.177556E+02   0.298499E-06   0.746217E-05   0.298499E-06   0.415590E-08
   833   0.174117E+04   0.481634E+02   0.740938E-05   0.481634E+02   0.180266E+02   0.305692E-06   0.740938E-05   0.305692E-06   0.414453E-08
   834   0.172979E+04   0.487964E+02   0.735650E-05   0.487964E+02   0.182998E+02   0.312816E-06   0.735650E-05   0.312816E-06   0.413321E-08
   835   0.171848E+04   0.493984E+02   0.730356E-05   0.493984E+02   0.185765E+02   0.319873E-06   0.730356E-05   0.319873E-06   0.412192E-08
   836   0.170696E+04   0.499696E+02   0.725055E-05   0.499696E+02   0.188543E+02   0.326860E-06   0.725055E-05   0.326860E-06   0.411067E-08
   837   0.169553E+04   0.505091E+02   0.719747E-05   0.505091E+02   0.191345E+02   0.333779E-06   0.719747E-05   0.333779E-06   0.409947E-08
   838   0.168403E+04   0.510173E+02   0.714432E-05   0.510173E+02   0.194169E+02   0.340627E-06   0.714432E-05   0.340627E-06   0.408830E-08
   839   0.167241E+04   0.514947E+02   0.709110E-05   0.514947E+02   0.197008E+02   0.347406E-06   0.709110E-05   0.347406E-06   0.407717E-08
   840   0.166088E+04   0.519394E+02   0.703782E-05   0.519394E+02   0.199873E+02   0.354114E-06   0.703782E-05   0.354114E-06   0.406608E-08
   841   0.164930E+04   0.523504E+02   0.698448E-05   0.523504E+02   0.202743E+02   0.360750E-06   0.698448E-05   0.360750E-06   0.405503E-08
   842   0.163768E+04   0.527311E+02   0.693108E-05   0.527311E+02   0.205621E+02   0.367315E-06   0.693108E-05   0.367315E-06   0.404402E-08
   843   0.162609E+04   0.530760E+02   0.687761E-05   0.530760E+02   0.208515E+02   0.373808E-06   0.687761E-05   0.373808E-06   0.403304E-08
   844   0.161439E+04   0.533892E+02   0.682409E-05   0.533892E+02   0.211423E+02   0.380228E-06   0.682409E-05   0.380228E-06   0.402211E-08
   845   0.160280E+04   0.536682E+02   0.677051E-05   0.536682E+02   0.214328E+02   0.386576E-06   0.677051E-05   0.386576E-06   0.401121E-08
   846   0.159125E+04   0.539128E+02   0.671687E-05   0.539128E+02   0.217259E+02   0.392849E-06   0.671687E-05   0.392849E-06   0.400035E-08
   847   0.157975E+04   0.541239E+02   0.666318E-05   0.541239E+02   0.220177E+02   0.399049E-06   0.666318E-05   0.399049E-06   0.398953E-08
   848   0.156823E+04   0.542999E+02   0.660943E-05   0.542999E+02   0.223103E+02   0.405174E-06   0.660943E-05   0.405174E-06   0.397874E-08
   849   0.155661E+04   0.544419E+02   0.655563E-05   0.544419E+02   0.226028E+02   0.411225E-06   0.655563E-05   0.411225E-06   0.396799E-08
   850   0.154520E+04   0.545491E+02   0.650178E-05   0.545491E+02   0.228958E+02   0.417199E-06   0.650178E-05   0.417199E-06   0.395728E-08
   851   0.153370E+04   0.546216E+02   0.644788E-05   0.546216E+02   0.231884E+02   0.423098E-06   0.644788E-05   0.423098E-06   0.394661E-08
   852   0.152226E+04   0.546596E+02   0.639394E-05   0.546596E+02   0.234813E+02   0.428921E-06   0.639394E-05   0.428921E-06   0.393597E-08
   853   0.151088E+04   0.546632E+02   0.633996E-05   0.546632E+02   0.237731E+02   0.434668E-06   0.633996E-05   0.434668E-06   0.392537E-08
   854   0.149948E+04   0.546320E+02   0.628596E-05   0.546320E+02   0.240651E+02   0.440338E-06   0.628596E-05   0.440338E-06   0.391480E-08
   855   0.148807E+04   0.545676E+02   0.623193E-05   0.545676E+02   0.243566E+02   0.445932E-06   0.623193E-05   0.445932E-06   0.390427E-08
   856   0.147687E+04   0.544691E+02   0.617790E-05   0.544691E+02   0.246461E+02   0.451449E-06   0.617790E-05   0.451449E-06   0.389378E-08
   857   0.146557E+04   0.543366E+02   0.612385E-05   0.543366E+02   0.249358E+02   0.456888E-06   0.612385E-05   0.456888E-06   0.388332E-08
   858   0.145434E+04   0.541708E+02   0.606981E-05   0.541708E+02   0.252264E+02   0.462251E-06   0.606981E-05   0.462251E-06   0.387290E-08
   859   0.144315E+04   0.539735E+02   0.601577E-05   0.539735E+02   0.255134E+02   0.467536E-06   0.601577E-05   0.467536E-06   0.386251E-08
   860   0.143210E+04   0.537424E+02   0.596175E-05   0.537424E+02   0.258005E+02   0.472744E-06   0.596175E-05   0.472744E-06   0.385216E-08
   861   0.142104E+04   0.534784E+02   0.590775E-05   0.534784E+02   0.260870E+02   0.477874E-06   0.590775E-05   0.477874E-06   0.384185E-08
   862   0.141002E+04   0.531830E+02   0.585378E-05   0.531830E+02   0.263720E+02   0.482927E-06   0.585378E-05   0.482927E-06   0.383157E-08
   863   0.139906E+04   0.528550E+02   0.579985E-05   0.528550E+02   0.266564E+02   0.487901E-06   0.579985E-05   0.487901E-06   0.382132E-08
   864   0.138816E+04   0.524958E+02   0.574596E-05   0.524958E+02   0.269385E+02   0.492797E-06   0.574596E-05   0.492797E-06   0.381111E-08
   865   0.137716E+04   0.521040E+02   0.569213E-05   0.521040E+02   0.272198E+02   0.497614E-06   0.569213E-05   0.497614E-06   0.380094E-08
   866   0.136658E+04   0.516814E+02   0.563835E-05   0.516814E+02   0.274996E+02   0.502353E-06   0.563835E-05   0.502353E-06   0.379080E-08
   867   0.135584E+04   0.512278E+02   0.558464E-05   0.512278E+02   0.277786E+02   0.507013E-06   0.558464E-05   0.507013E-06   0.378069E-08
   868   0.134522E+04   0.507443E+02   0.553100E-05   0.507443E+02   0.280553E+02   0.511594E-06   0.553100E-05   0.511594E-06   0.377062E-08
   869   0.133465E+04   0.502308E+02   0.547744E-05   0.502308E+02   0.283304E+02   0.516096E-06   0.547744E-05   0.516096E-06   0.376058E-08
   870   0.132413E+04   0.496875E+02   0.542397E-05   0.496875E+02   0.286030E+02   0.520519E-06   0.542397E-05   0.520519E-06   0.375057E-08
   871   0.131374E+04   0.491145E+02   0.537059E-05   0.491145E+02   0.288741E+02   0.524862E-06   0.537059E-05   0.524862E-06   0.374060E-08
   872   0.130340E+04   0.485133E+02   0.531731E-05   0.485133E+02   0.291434E+02   0.529125E-06   0.531731E-05   0.529125E-06   0.373067E-08
   873   0.129310E+04   0.478834E+02   0.526415E-05   0.478834E+02   0.294103E+02   0.533309E-06   0.526415E-05   0.533309E-06   0.372076E-08
   874   0.128293E+04   0.472247E+02   0.521110E-05   0.472247E+02   0.296754E+02   0.537412E-06   0.521110E-05   0.537412E-06   0.371090E-08
   875   0.127281E+04   0.465397E+02   0.515817E-05   0.465397E+02   0.299365E+02   0.541436E-06   0.515817E-05   0.541436E-06   0.370106E-08
   876   0.126273E+04   0.458276E+02   0.510537E-05   0.458276E+02   0.301966E+02   0.545379E-06   0.510537E-05   0.545379E-06   0.369126E-08
   877   0.125293E+04   0.450879E+02   0.505271E-05   0.450879E+02   0.304534E+02   0.549241E-06   0.505271E-05   0.549241E-06   0.368149E-08
   878   0.124302E+04   0.443221E+02   0.500020E-05   0.443221E+02   0.307068E+02   0.553023E-06   0.500020E-05   0.553023E-06   0.367175E-08
   879   0.123331E+04   0.435310E+02   0.494784E-05   0.435310E+02   0.309584E+02   0.556723E-06   0.494784E-05   0.556723E-06   0.366204E-08
   880   0.122371E+04   0.427148E+02   0.489563E-05   0.427148E+02   0.312066E+02   0.560343E-06   0.489563E-05   0.560343E-06   0.365237E-08
   881   0.121416E+04   0.418727E+02   0.484360E-05   0.418727E+02   0.314506E+02   0.563881E-06   0.484360E-05   0.563881E-06   0.364273E-08
   882   0.120474E+04   0.410065E+02   0.479173E-05   0.410065E+02   0.316920E+02   0.567338E-06   0.479173E-05   0.567338E-06   0.363313E-08
   883   0.119550E+04   0.401153E+02   0.474005E-05   0.401153E+02   0.319306E+02   0.570713E-06   0.474005E-05   0.570713E-06   0.362355E-08
   884   0.118623E+04   0.392024E+02   0.468856E-05   0.392024E+02   0.321643E+02   0.574006E-06   0.468856E-05   0.574006E-06   0.361401E-08
   885   0.117708E+04   0.382655E+02   0.463726E-05   0.382655E+02   0.323951E+02   0.577217E-06   0.463726E-05   0.577217E-06   0.360450E-08
   886   0.116812E+04   0.373063E+02   0.458617E-05   0.373063E+02   0.326225E+02   0.580346E-06   0.458617E-05   0.580346E-06   0.359502E-08
   887   0.115920E+04   0.363256E+02   0.453528E-05   0.363256E+02   0.328448E+02   0.583392E-06   0.453528E-05   0.583392E-06   0.358557E-08
   888   0.115054E+04   0.353234E+02   0.448461E-05   0.353234E+02   0.330642E+02   0.586356E-06   0.448461E-05   0.586356E-06   0.357615E-08
   889   0.114178E+04   0.343007E+02   0.443417E-05   0.343007E+02   0.332778E+02   0.589238E-06   0.443417E-05   0.589238E-06   0.356677E-08
   890   0.113328E+04   0.332567E+02   0.438395E-05   0.332567E+02   0.334885E+02   0.592036E-06   0.438395E-05   0.592036E-06   0.355742E-08
   891   0.112497E+04   0.321946E+02   0.433398E-05   0.321946E+02   0.336940E+02   0.594751E-06   0.433398E-05   0.594751E-06   0.354809E-08
   892   0.111677E+04   0.311143E+02   0.428425E-05   0.311143E+02   0.338944E+02   0.597383E-06   0.428425E-05   0.597383E-06   0.353880E-08
   893   0.110861E+04   0.300154E+02   0.423477E-05   0.300154E+02   0.340910E+02   0.599931E-06   0.423477E-05   0.599931E-06   0.352954E-08
   894   0.110071E+04   0.288986E+02   0.418556E-05   0.288986E+02   0.342817E+02   0.602396E-06   0.418556E-05   0.602396E-06   0.352031E-08
   895   0.109285E+04   0.277670E+02   0.413661E-05   0.277670E+02   0.344671E+02   0.604777E-06   0.413661E-05   0.604777E-06   0.351111E-08
   896   0.108517E+04   0.266184E+02   0.408794E-05   0.266184E+02   0.346479E+02   0.607074E-06   0.408794E-05   0.607074E-06   0.350194E-08
   897   0.107761E+04   0.254553E+02   0.403955E-05   0.254553E+02   0.348234E+02   0.609287E-06   0.403955E-05   0.609287E-06   0.349280E-08
   898   0.107030E+04   0.242776E+02   0.399144E-05   0.242776E+02   0.349929E+02   0.611415E-06   0.399144E-05   0.611415E-06   0.348369E-08
   899   0.106310E+04   0.230854E+02   0.394364E-05   0.230854E+02   0.351570E+02   0.613459E-06   0.394364E-05   0.613459E-06   0.347461E-08
   900   0.105602E+04   0.218812E+02   0.389613E-05   0.218812E+02   0.353149E+02   0.615418E-06   0.389613E-05   0.615418E-06   0.346556E-08
   901   0.104918E+04   0.206641E+02   0.384894E-05   0.206641E+02   0.354667E+02   0.617292E-06   0.384894E-05   0.617292E-06   0.345654E-08
