#    L    TT             EE             BB             TE             PP             TP             EP          
   720   0.218697E+04   0.185430E+02   0.107502E-04  -0.112983E+03   0.493901E-08   0.122976E-04  -0.795702E-06
   721   0.219382E+04   0.182996E+02   0.107020E-04  -0.112139E+03   0.492316E-08   0.122886E-04  -0.786004E-06
   722   0.220040E+04   0.180559E+02   0.106535E-04  -0.111261E+03   0.490739E-08   0.122788E-04  -0.776243E-06
   723   0.220692E+04   0.178142E+02   0.106047E-04  -0.110360E+03   0.489168E-08   0.122683E-04  -0.766419E-06
   724   0.221332E+04   0.175731E+02   0.105557E-04  -0.109428E+03   0.487605E-08   0.122571E-04  -0.756535E-06
   725   0.221959E+04   0.173341E+02   0.105063E-04  -0.108459E+03   0.486048E-08   0.122451E-04  -0.746592E-06
   726   0.222581E+04   0.170980E+02   0.104568E-04  -0.107453E+03   0.484499E-08   0.122324E-04  -0.736594E-06
   727   0.223182E+04   0.168618E+02   0.104072E-04  -0.106426E+03   0.482956E-08   0.122190E-04  -0.726541E-06
   728   0.223771E+04   0.166264E+02   0.103574E-04  -0.105364E+03   0.481420E-08   0.122049E-04  -0.716436E-06
   729   0.224348E+04   0.163940E+02   0.103076E-04  -0.104276E+03   0.479891E-08   0.121900E-04  -0.706280E-06
   730   0.224904E+04   0.161639E+02   0.102577E-04  -0.103154E+03   0.478369E-08   0.121744E-04  -0.696076E-06
   731   0.225463E+04   0.159347E+02   0.102079E-04  -0.102000E+03   0.476853E-08   0.121580E-04  -0.685826E-06
   732   0.225994E+04   0.157101E+02   0.101581E-04  -0.100815E+03   0.475344E-08   0.121410E-04  -0.675531E-06
   733   0.226521E+04   0.154864E+02   0.101084E-04  -0.996129E+02   0.473842E-08   0.121232E-04  -0.665193E-06
   734   0.227027E+04   0.152660E+02   0.100588E-04  -0.983663E+02   0.472346E-08   0.121047E-04  -0.654815E-06
   735   0.227522E+04   0.150473E+02   0.100094E-04  -0.971128E+02   0.470857E-08   0.120855E-04  -0.644398E-06
   736   0.227989E+04   0.148319E+02   0.996019E-05  -0.958160E+02   0.469374E-08   0.120656E-04  -0.633944E-06
   737   0.228451E+04   0.146205E+02   0.991125E-05  -0.945066E+02   0.467898E-08   0.120449E-04  -0.623455E-06
   738   0.228886E+04   0.144126E+02   0.986260E-05  -0.931555E+02   0.466429E-08   0.120235E-04  -0.612934E-06
   739   0.229309E+04   0.142073E+02   0.981428E-05  -0.917859E+02   0.464965E-08   0.120015E-04  -0.602382E-06
   740   0.229712E+04   0.140054E+02   0.976633E-05  -0.903986E+02   0.463508E-08   0.119787E-04  -0.591801E-06
   741   0.230103E+04   0.138063E+02   0.971880E-05  -0.889869E+02   0.462058E-08   0.119551E-04  -0.581193E-06
   742   0.230475E+04   0.136137E+02   0.967172E-05  -0.875444E+02   0.460613E-08   0.119309E-04  -0.570560E-06
   743   0.230827E+04   0.134254E+02   0.962513E-05  -0.860866E+02   0.459175E-08   0.119060E-04  -0.559904E-06
   744   0.231167E+04   0.132400E+02   0.957908E-05  -0.845994E+02   0.457743E-08   0.118803E-04  -0.549227E-06
   745   0.231480E+04   0.130590E+02   0.953360E-05  -0.831061E+02   0.456317E-08   0.118540E-04  -0.538531E-06
   746   0.231767E+04   0.128831E+02   0.948874E-05  -0.815702E+02   0.454897E-08   0.118269E-04  -0.527817E-06
   747   0.232034E+04   0.127110E+02   0.944452E-05  -0.800298E+02   0.453484E-08   0.117991E-04  -0.517088E-06
   748   0.232289E+04   0.125449E+02   0.940101E-05  -0.784707E+02   0.452076E-08   0.117706E-04  -0.506346E-06
   749   0.232525E+04   0.123818E+02   0.935823E-05  -0.769013E+02   0.450674E-08   0.117414E-04  -0.495593E-06
   750   0.232734E+04   0.122256E+02   0.931622E-05  -0.753075E+02   0.449278E-08   0.117116E-04  -0.484830E-06
   751   0.232924E+04   0.120739E+02   0.927502E-05  -0.736974E+02   0.447888E-08   0.116810E-04  -0.474060E-06
   752   0.233095E+04   0.119290E+02   0.923462E-05  -0.720641E+02   0.446504E-08   0.116497E-04  -0.463284E-06
   753   0.233241E+04   0.117878E+02   0.919502E-05  -0.704230E+02   0.445126E-08   0.116177E-04  -0.452502E-06
   754   0.233361E+04   0.116532E+02   0.915620E-05  -0.687596E+02   0.443754E-08   0.115851E-04  -0.441717E-06
   755   0.233471E+04   0.115234E+02   0.911815E-05  -0.670892E+02   0.442387E-08   0.115518E-04  -0.430929E-06
   756   0.233542E+04   0.113993E+02   0.908087E-05  -0.654049E+02   0.441026E-08   0.115178E-04  -0.420141E-06
   757   0.233611E+04   0.112813E+02   0.904434E-05  -0.636996E+02   0.439671E-08   0.114832E-04  -0.409352E-06
   758   0.233642E+04   0.111679E+02   0.900855E-05  -0.619812E+02   0.438321E-08   0.114480E-04  -0.398564E-06
   759   0.233664E+04   0.110598E+02   0.897349E-05  -0.602576E+02   0.436977E-08   0.114122E-04  -0.387779E-06
   760   0.233656E+04   0.109576E+02   0.893915E-05  -0.585218E+02   0.435639E-08   0.113758E-04  -0.376997E-06
   761   0.233625E+04   0.108611E+02   0.890552E-05  -0.567742E+02   0.434306E-08   0.113387E-04  -0.366221E-06
   762   0.233588E+04   0.107703E+02   0.887259E-05  -0.550153E+02   0.432979E-08   0.113011E-04  -0.355451E-06
   763   0.233514E+04   0.106858E+02   0.884035E-05  -0.532455E+02   0.431657E-08   0.112629E-04  -0.344687E-06
   764   0.233427E+04   0.106060E+02   0.880879E-05  -0.514727E+02   0.430341E-08   0.112242E-04  -0.333933E-06
   765   0.233311E+04   0.105315E+02   0.877789E-05  -0.496825E+02   0.429031E-08   0.111849E-04  -0.323189E-06
   766   0.233183E+04   0.104637E+02   0.874765E-05  -0.478902E+02   0.427725E-08   0.111451E-04  -0.312455E-06
   767   0.233028E+04   0.104018E+02   0.871806E-05  -0.460887E+02   0.426426E-08   0.111047E-04  -0.301734E-06
   768   0.232853E+04   0.103448E+02   0.868911E-05  -0.442711E+02   0.425131E-08   0.110638E-04  -0.291027E-06
   769   0.232659E+04   0.102928E+02   0.866078E-05  -0.424602E+02   0.423842E-08   0.110225E-04  -0.280334E-06
   770   0.232439E+04   0.102477E+02   0.863306E-05  -0.406414E+02   0.422559E-08   0.109806E-04  -0.269658E-06
   771   0.232202E+04   0.102081E+02   0.860595E-05  -0.388153E+02   0.421280E-08   0.109382E-04  -0.258998E-06
   772   0.231939E+04   0.101745E+02   0.857943E-05  -0.369749E+02   0.420007E-08   0.108954E-04  -0.248357E-06
   773   0.231659E+04   0.101469E+02   0.855350E-05  -0.351428E+02   0.418739E-08   0.108521E-04  -0.237736E-06
   774   0.231355E+04   0.101251E+02   0.852814E-05  -0.333122E+02   0.417477E-08   0.108083E-04  -0.227136E-06
   775   0.231042E+04   0.101090E+02   0.850334E-05  -0.314759E+02   0.416219E-08   0.107641E-04  -0.216559E-06
   776   0.230691E+04   0.100993E+02   0.847910E-05  -0.296420E+02   0.414967E-08   0.107195E-04  -0.206004E-06
   777   0.230324E+04   0.100951E+02   0.845539E-05  -0.278033E+02   0.413720E-08   0.106745E-04  -0.195475E-06
   778   0.229957E+04   0.100970E+02   0.843222E-05  -0.259604E+02   0.412478E-08   0.106290E-04  -0.184971E-06
   779   0.229545E+04   0.101049E+02   0.840956E-05  -0.241285E+02   0.411241E-08   0.105832E-04  -0.174494E-06
   780   0.229120E+04   0.101173E+02   0.838742E-05  -0.222932E+02   0.410009E-08   0.105370E-04  -0.164046E-06
   781   0.228681E+04   0.101376E+02   0.836578E-05  -0.204698E+02   0.408782E-08   0.104903E-04  -0.153628E-06
   782   0.228213E+04   0.101630E+02   0.834462E-05  -0.186588E+02   0.407560E-08   0.104434E-04  -0.143240E-06
   783   0.227733E+04   0.101947E+02   0.832394E-05  -0.168383E+02   0.406343E-08   0.103961E-04  -0.132884E-06
   784   0.227232E+04   0.102326E+02   0.830373E-05  -0.150236E+02   0.405131E-08   0.103484E-04  -0.122562E-06
   785   0.226705E+04   0.102758E+02   0.828398E-05  -0.132226E+02   0.403924E-08   0.103004E-04  -0.112274E-06
   786   0.226166E+04   0.103251E+02   0.826467E-05  -0.114060E+02   0.402722E-08   0.102521E-04  -0.102023E-06
   787   0.225601E+04   0.103810E+02   0.824580E-05  -0.961133E+01   0.401525E-08   0.102034E-04  -0.918077E-07
   788   0.225018E+04   0.104420E+02   0.822735E-05  -0.783170E+01   0.400332E-08   0.101545E-04  -0.816312E-07
   789   0.224417E+04   0.105078E+02   0.820932E-05  -0.606753E+01   0.399144E-08   0.101053E-04  -0.714942E-07
   790   0.223806E+04   0.105822E+02   0.819170E-05  -0.430437E+01   0.397961E-08   0.100558E-04  -0.613980E-07
   791   0.223171E+04   0.106614E+02   0.817447E-05  -0.255012E+01   0.396783E-08   0.100061E-04  -0.513437E-07
   792   0.222519E+04   0.107473E+02   0.815762E-05  -0.820058E+00   0.395609E-08   0.995605E-05  -0.413327E-07
   793   0.221844E+04   0.108400E+02   0.814114E-05   0.907652E+00   0.394440E-08   0.990580E-05  -0.313661E-07
   794   0.221145E+04   0.109385E+02   0.812503E-05   0.261029E+01   0.393276E-08   0.985531E-05  -0.214452E-07
   795   0.220432E+04   0.110421E+02   0.810926E-05   0.430226E+01   0.392116E-08   0.980460E-05  -0.115712E-07
   796   0.219718E+04   0.111528E+02   0.809384E-05   0.596827E+01   0.390961E-08   0.975368E-05  -0.174540E-08
   797   0.218968E+04   0.112683E+02   0.807875E-05   0.762274E+01   0.389810E-08   0.970257E-05   0.803101E-08
   798   0.218204E+04   0.113907E+02   0.806398E-05   0.925037E+01   0.388664E-08   0.965126E-05   0.177568E-07
   799   0.217427E+04   0.115192E+02   0.804952E-05   0.108581E+02   0.387523E-08   0.959977E-05   0.274307E-07
   800   0.216636E+04   0.116529E+02   0.803536E-05   0.124456E+02   0.386386E-08   0.954812E-05   0.370515E-07
   801   0.215826E+04   0.117931E+02   0.802149E-05   0.140051E+02   0.385253E-08   0.949631E-05   0.466181E-07
   802   0.214988E+04   0.119391E+02   0.800789E-05   0.155591E+02   0.384125E-08   0.944434E-05   0.561299E-07
   803   0.214153E+04   0.120898E+02   0.799455E-05   0.170709E+02   0.383001E-08   0.939223E-05   0.655862E-07
   804   0.213292E+04   0.122475E+02   0.798145E-05   0.185706E+02   0.381882E-08   0.933996E-05   0.749867E-07
   805   0.212427E+04   0.124103E+02   0.796857E-05   0.200439E+02   0.380767E-08   0.928754E-05   0.843307E-07
   806   0.211537E+04   0.125782E+02   0.795591E-05   0.214910E+02   0.379656E-08   0.923498E-05   0.936178E-07
   807   0.210629E+04   0.127526E+02   0.794344E-05   0.229124E+02   0.378549E-08   0.918228E-05   0.102848E-06
   808   0.209703E+04   0.129324E+02   0.793116E-05   0.243161E+02   0.377447E-08   0.912944E-05   0.112019E-06
   809   0.208775E+04   0.131176E+02   0.791904E-05   0.256874E+02   0.376349E-08   0.907646E-05   0.121132E-06
   810   0.207823E+04   0.133080E+02   0.790706E-05   0.270417E+02   0.375256E-08   0.902334E-05   0.130186E-06
   811   0.206855E+04   0.135034E+02   0.789522E-05   0.283713E+02   0.374167E-08   0.897010E-05   0.139181E-06
   812   0.205878E+04   0.137053E+02   0.788350E-05   0.296721E+02   0.373081E-08   0.891671E-05   0.148116E-06
   813   0.204886E+04   0.139103E+02   0.787189E-05   0.309452E+02   0.372000E-08   0.886320E-05   0.156990E-06
   814   0.203893E+04   0.141215E+02   0.786036E-05   0.321933E+02   0.370924E-08   0.880957E-05   0.165802E-06
   815   0.202878E+04   0.143370E+02   0.784890E-05   0.334145E+02   0.369851E-08   0.875580E-05   0.174554E-06
   816   0.201842E+04   0.145576E+02   0.783750E-05   0.346094E+02   0.368783E-08   0.870192E-05   0.183243E-06
   817   0.200798E+04   0.147823E+02   0.782613E-05   0.357775E+02   0.367718E-08   0.864792E-05   0.191869E-06
   818   0.199756E+04   0.150125E+02   0.781480E-05   0.369186E+02   0.366658E-08   0.859379E-05   0.200432E-06
   819   0.198694E+04   0.152465E+02   0.780347E-05   0.380323E+02   0.365602E-08   0.853955E-05   0.208932E-06
   820   0.197625E+04   0.154848E+02   0.779214E-05   0.391190E+02   0.364550E-08   0.848520E-05   0.217367E-06
   821   0.196537E+04   0.157267E+02   0.778079E-05   0.401761E+02   0.363502E-08   0.843074E-05   0.225738E-06
   822   0.195444E+04   0.159742E+02   0.776940E-05   0.412056E+02   0.362458E-08   0.837617E-05   0.234043E-06
   823   0.194339E+04   0.162248E+02   0.775796E-05   0.422072E+02   0.361418E-08   0.832149E-05   0.242282E-06
   824   0.193216E+04   0.164800E+02   0.774645E-05   0.431804E+02   0.360382E-08   0.826670E-05   0.250455E-06
   825   0.192096E+04   0.167380E+02   0.773486E-05   0.441236E+02   0.359349E-08   0.821182E-05   0.258562E-06
   826   0.190958E+04   0.170011E+02   0.772317E-05   0.450378E+02   0.358321E-08   0.815684E-05   0.266601E-06
   827   0.189810E+04   0.172667E+02   0.771136E-05   0.459212E+02   0.357297E-08   0.810175E-05   0.274572E-06
   828   0.188667E+04   0.175362E+02   0.769943E-05   0.467750E+02   0.356277E-08   0.804657E-05   0.282474E-06
   829   0.187507E+04   0.178095E+02   0.768735E-05   0.475981E+02   0.355260E-08   0.799130E-05   0.290308E-06
   830   0.186345E+04   0.180856E+02   0.767511E-05   0.483888E+02   0.354248E-08   0.793594E-05   0.298072E-06
   831   0.185175E+04   0.183644E+02   0.766270E-05   0.491488E+02   0.353239E-08   0.788049E-05   0.305767E-06
   832   0.183996E+04   0.186458E+02   0.765009E-05   0.498772E+02   0.352234E-08   0.782495E-05   0.313391E-06
   833   0.182816E+04   0.189303E+02   0.763728E-05   0.505736E+02   0.351233E-08   0.776933E-05   0.320944E-06
   834   0.181622E+04   0.192171E+02   0.762424E-05   0.512384E+02   0.350235E-08   0.771363E-05   0.328425E-06
   835   0.180435E+04   0.195074E+02   0.761097E-05   0.518705E+02   0.349242E-08   0.765784E-05   0.335834E-06
   836   0.179226E+04   0.197989E+02   0.759744E-05   0.524704E+02   0.348252E-08   0.760199E-05   0.343171E-06
   837   0.178026E+04   0.200930E+02   0.758365E-05   0.530370E+02   0.347266E-08   0.754605E-05   0.350435E-06
   838   0.176819E+04   0.203894E+02   0.756957E-05   0.535707E+02   0.346283E-08   0.749004E-05   0.357625E-06
   839   0.175600E+04   0.206873E+02   0.755519E-05   0.540719E+02   0.345305E-08   0.743396E-05   0.364741E-06
   840   0.174389E+04   0.209879E+02   0.754050E-05   0.545388E+02   0.344330E-08   0.737782E-05   0.371782E-06
   841   0.173174E+04   0.212891E+02   0.752547E-05   0.549704E+02   0.343358E-08   0.732160E-05   0.378748E-06
   842   0.171955E+04   0.215912E+02   0.751010E-05   0.553699E+02   0.342390E-08   0.726533E-05   0.385639E-06
   843   0.170738E+04   0.218949E+02   0.749437E-05   0.557320E+02   0.341426E-08   0.720899E-05   0.392453E-06
   844   0.169510E+04   0.222000E+02   0.747826E-05   0.560607E+02   0.340465E-08   0.715259E-05   0.399190E-06
   845   0.168294E+04   0.225050E+02   0.746175E-05   0.563534E+02   0.339508E-08   0.709613E-05   0.405851E-06
   846   0.167081E+04   0.228125E+02   0.744484E-05   0.566101E+02   0.338555E-08   0.703962E-05   0.412433E-06
   847   0.165874E+04   0.231189E+02   0.742751E-05   0.568314E+02   0.337605E-08   0.698306E-05   0.418937E-06
   848   0.164664E+04   0.234260E+02   0.740973E-05   0.570159E+02   0.336658E-08   0.692645E-05   0.425363E-06
   849   0.163445E+04   0.237331E+02   0.739151E-05   0.571646E+02   0.335715E-08   0.686979E-05   0.431709E-06
   850   0.162246E+04   0.240407E+02   0.737281E-05   0.572768E+02   0.334776E-08   0.681308E-05   0.437975E-06
   851   0.161039E+04   0.243479E+02   0.735363E-05   0.573523E+02   0.333840E-08   0.675633E-05   0.444161E-06
   852   0.159838E+04   0.246555E+02   0.733398E-05   0.573916E+02   0.332907E-08   0.669954E-05   0.450266E-06
   853   0.158643E+04   0.249618E+02   0.731389E-05   0.573948E+02   0.331978E-08   0.664273E-05   0.456291E-06
   854   0.157446E+04   0.252685E+02   0.729335E-05   0.573613E+02   0.331052E-08   0.658589E-05   0.462235E-06
   855   0.156249E+04   0.255746E+02   0.727240E-05   0.572930E+02   0.330129E-08   0.652904E-05   0.468097E-06
   856   0.155072E+04   0.258787E+02   0.725105E-05   0.571888E+02   0.329210E-08   0.647219E-05   0.473879E-06
   857   0.153886E+04   0.261830E+02   0.722931E-05   0.570489E+02   0.328294E-08   0.641533E-05   0.479580E-06
   858   0.152706E+04   0.264881E+02   0.720720E-05   0.568742E+02   0.327382E-08   0.635848E-05   0.485198E-06
   859   0.151532E+04   0.267896E+02   0.718475E-05   0.566661E+02   0.326473E-08   0.630165E-05   0.490736E-06
   860   0.150371E+04   0.270912E+02   0.716196E-05   0.564227E+02   0.325567E-08   0.624484E-05   0.496191E-06
   861   0.149209E+04   0.273921E+02   0.713885E-05   0.561448E+02   0.324664E-08   0.618807E-05   0.501565E-06
   862   0.148052E+04   0.276916E+02   0.711545E-05   0.558339E+02   0.323765E-08   0.613133E-05   0.506856E-06
   863   0.146901E+04   0.279902E+02   0.709176E-05   0.554888E+02   0.322869E-08   0.607463E-05   0.512065E-06
   864   0.145756E+04   0.282866E+02   0.706780E-05   0.551109E+02   0.321977E-08   0.601799E-05   0.517192E-06
   865   0.144602E+04   0.285821E+02   0.704360E-05   0.546991E+02   0.321087E-08   0.596141E-05   0.522237E-06
   866   0.143490E+04   0.288760E+02   0.701916E-05   0.542547E+02   0.320201E-08   0.590490E-05   0.527198E-06
   867   0.142362E+04   0.291691E+02   0.699450E-05   0.537781E+02   0.319318E-08   0.584846E-05   0.532077E-06
   868   0.141247E+04   0.294597E+02   0.696965E-05   0.532699E+02   0.318438E-08   0.579211E-05   0.536872E-06
   869   0.140137E+04   0.297486E+02   0.694462E-05   0.527305E+02   0.317562E-08   0.573585E-05   0.541585E-06
   870   0.139032E+04   0.300350E+02   0.691942E-05   0.521597E+02   0.316688E-08   0.567968E-05   0.546214E-06
   871   0.137941E+04   0.303196E+02   0.689407E-05   0.515579E+02   0.315818E-08   0.562362E-05   0.550760E-06
   872   0.136854E+04   0.306025E+02   0.686859E-05   0.509265E+02   0.314951E-08   0.556767E-05   0.555222E-06
   873   0.135774E+04   0.308828E+02   0.684299E-05   0.502649E+02   0.314087E-08   0.551184E-05   0.559600E-06
   874   0.134705E+04   0.311612E+02   0.681730E-05   0.495734E+02   0.313226E-08   0.545614E-05   0.563894E-06
   875   0.133643E+04   0.314354E+02   0.679153E-05   0.488541E+02   0.312369E-08   0.540057E-05   0.568104E-06
   876   0.132585E+04   0.317085E+02   0.676569E-05   0.481065E+02   0.311514E-08   0.534515E-05   0.572230E-06
   877   0.131555E+04   0.319781E+02   0.673981E-05   0.473300E+02   0.310662E-08   0.528987E-05   0.576271E-06
   878   0.130515E+04   0.322443E+02   0.671389E-05   0.465262E+02   0.309814E-08   0.523475E-05   0.580228E-06
   879   0.129495E+04   0.325084E+02   0.668796E-05   0.456958E+02   0.308969E-08   0.517980E-05   0.584100E-06
   880   0.128487E+04   0.327690E+02   0.666204E-05   0.448391E+02   0.308126E-08   0.512501E-05   0.587887E-06
   881   0.127484E+04   0.330252E+02   0.663613E-05   0.439554E+02   0.307287E-08   0.507041E-05   0.591590E-06
   882   0.126494E+04   0.332786E+02   0.661027E-05   0.430464E+02   0.306450E-08   0.501599E-05   0.595206E-06
   883   0.125524E+04   0.335291E+02   0.658445E-05   0.421113E+02   0.305617E-08   0.496177E-05   0.598738E-06
   884   0.124551E+04   0.337744E+02   0.655871E-05   0.411533E+02   0.304787E-08   0.490775E-05   0.602184E-06
   885   0.123591E+04   0.340167E+02   0.653305E-05   0.401702E+02   0.303959E-08   0.485394E-05   0.605544E-06
   886   0.122650E+04   0.342553E+02   0.650750E-05   0.391637E+02   0.303135E-08   0.480035E-05   0.608819E-06
   887   0.121714E+04   0.344887E+02   0.648207E-05   0.381347E+02   0.302313E-08   0.474697E-05   0.612007E-06
   888   0.120805E+04   0.347190E+02   0.645678E-05   0.370831E+02   0.301495E-08   0.469383E-05   0.615110E-06
   889   0.119885E+04   0.349432E+02   0.643165E-05   0.360100E+02   0.300679E-08   0.464093E-05   0.618126E-06
   890   0.118993E+04   0.351643E+02   0.640668E-05   0.349146E+02   0.299866E-08   0.458828E-05   0.621055E-06
   891   0.118120E+04   0.353800E+02   0.638191E-05   0.338002E+02   0.299056E-08   0.453587E-05   0.623898E-06
